Date,Open,High,Low,Close,Adj Close,Volume
2016-12-01,140.470001,140.660004,139.070007,139.630005,137.237671,2703400
2016-12-02,139.600006,143.160004,139.320007,141.910004,139.478607,3166100
2016-12-05,143.050003,144.850006,141.139999,141.380005,138.957687,2920800
2016-12-06,141.570007,144.419998,141.279999,143.589996,141.129791,3759200
2016-12-07,142.880005,142.919998,140.059998,141.850006,139.419617,2413500
2016-12-08,141.779999,143.779999,140.990005,143.070007,140.618729,1819400
2016-12-09,143.809998,145.649994,143.750000,145.410004,142.918640,1620400
2016-12-12,144.270004,146.050003,144.270004,145.179993,142.692551,1390800
2016-12-13,145.559998,146.479996,145.210007,145.899994,143.548553,1254300
2016-12-14,145.570007,146.029999,143.229996,143.800003,141.482422,1657300
2016-12-15,144.000000,144.330002,142.869995,143.500000,141.187241,1849300
2016-12-16,143.479996,145.309998,142.250000,142.539993,140.242661,2710500
2016-12-19,142.339996,143.410004,140.720001,141.250000,138.973526,1591400
2016-12-20,141.580002,142.589996,140.710007,141.800003,139.514633,1871300
2016-12-21,141.740005,141.800003,140.419998,140.770004,138.501221,1502600
2016-12-22,140.949997,141.089996,139.880005,140.520004,138.255264,1191100
2016-12-23,140.850006,141.990005,139.880005,141.839996,139.554001,1047700
2016-12-27,142.169998,143.190002,141.869995,142.410004,140.114761,879500
2016-12-28,142.559998,142.779999,141.110001,141.220001,138.944000,1015300
2016-12-29,141.009995,142.380005,141.000000,141.479996,139.199783,771600
2016-12-30,142.160004,142.339996,140.449997,141.100006,138.825928,1063200
2017-01-03,142.389999,143.830002,142.229996,143.669998,141.354507,1966400
2017-01-04,143.949997,146.059998,143.289993,145.160004,142.820496,2167200
2017-01-05,145.380005,145.770004,144.779999,145.380005,143.036942,1683500
2017-01-06,145.279999,147.490005,145.139999,147.270004,144.896484,2016200
2017-01-09,147.009995,148.639999,147.009995,147.490005,145.112946,1967200
2017-01-10,147.800003,149.320007,147.300003,147.779999,145.398239,1806600
2017-01-11,147.789993,148.330002,143.869995,146.220001,143.863403,2764300
2017-01-12,146.179993,146.990005,145.130005,145.970001,143.617386,2239600
2017-01-13,146.089996,147.029999,145.520004,146.289993,143.932281,1839600
2017-01-17,145.669998,145.869995,144.550003,145.050003,142.712265,1651500
2017-01-18,145.839996,146.000000,143.559998,144.660004,142.328522,1377100
2017-01-19,144.380005,144.720001,143.440002,144.320007,141.994019,1435900
2017-01-20,144.910004,145.139999,143.320007,143.509995,141.197052,1750000
2017-01-23,143.160004,144.419998,142.570007,142.789993,140.488678,1508600
2017-01-24,143.229996,143.660004,140.000000,140.979996,138.707840,2988500
2017-01-25,141.500000,143.020004,140.770004,142.429993,140.134460,2224900
2017-01-26,142.520004,143.470001,141.970001,143.100006,140.793701,2934000
2017-01-27,144.009995,145.860001,143.759995,145.449997,143.105820,2107800
2017-01-30,145.529999,145.559998,142.660004,143.289993,140.980591,3158600
2017-01-31,146.649994,152.500000,146.080002,152.389999,149.933960,5340700
2017-02-01,152.270004,155.100006,151.479996,152.940002,150.475082,3601900
2017-02-02,152.410004,152.410004,150.229996,151.669998,149.225571,1751200
2017-02-03,152.149994,152.369995,150.389999,151.429993,148.989441,1817100
2017-02-06,151.059998,152.149994,150.419998,152.080002,149.628952,1624900
2017-02-07,152.119995,153.199997,151.789993,153.009995,150.543991,1479300
2017-02-08,152.380005,154.229996,151.690002,153.500000,151.026077,1467100
2017-02-09,153.500000,155.270004,153.380005,154.740005,152.246109,1505000
2017-02-10,154.679993,155.490005,154.270004,154.889999,152.393661,1482900
2017-02-13,155.000000,156.800003,154.490005,156.350006,153.830154,1635900
2017-02-14,155.940002,157.330002,155.419998,157.279999,154.745117,1429700
2017-02-15,156.490005,158.369995,156.479996,158.259995,155.709335,1423300
2017-02-16,158.009995,158.550003,157.440002,157.710007,155.168228,1252700
2017-02-17,157.619995,159.300003,157.389999,158.639999,156.083237,1207400
2017-02-21,158.639999,159.410004,157.960007,158.630005,156.073380,1242200
2017-02-22,158.339996,159.100006,157.690002,158.020004,155.473236,1283000
2017-02-23,158.589996,159.119995,157.699997,158.729996,156.171738,1124900
2017-02-24,158.339996,158.979996,157.580002,158.979996,156.417770,832800
2017-02-27,158.360001,159.289993,158.020004,158.479996,155.925842,1220200
2017-02-28,158.199997,159.250000,157.520004,157.679993,155.138672,1674200
2017-03-01,159.470001,160.889999,158.910004,159.820007,157.244217,1722600
2017-03-02,160.000000,160.000000,158.979996,159.199997,156.634201,1414300
2017-03-03,158.720001,160.419998,158.660004,160.160004,157.578690,1204000
2017-03-06,158.710007,159.289993,157.550003,157.710007,155.168228,1413400
2017-03-07,156.990005,157.940002,156.589996,157.259995,154.725449,1166700
2017-03-08,157.389999,157.960007,156.639999,157.500000,154.961563,1105400
2017-03-09,157.720001,158.240005,157.080002,157.779999,155.237076,1102500
2017-03-10,158.179993,159.470001,158.149994,159.330002,156.762131,1206300
2017-03-13,159.309998,159.309998,157.660004,159.039993,156.624252,1324300
2017-03-14,158.490005,158.699997,157.960007,158.339996,155.934830,1036500
2017-03-15,158.589996,161.660004,158.360001,161.050003,158.603699,2548200
2017-03-16,158.029999,159.500000,156.850006,158.020004,155.619766,3208700
2017-03-17,158.539993,159.089996,156.380005,157.889999,155.491714,2654100
2017-03-20,158.139999,158.399994,156.360001,156.740005,154.359177,1280600
2017-03-21,157.470001,157.699997,154.360001,155.539993,153.177399,1593400
2017-03-22,155.789993,156.500000,154.330002,155.330002,152.970596,1309600
2017-03-23,155.300003,155.949997,154.020004,154.649994,152.300919,1643400
2017-03-24,154.429993,155.669998,153.690002,154.039993,151.700195,1939000
2017-03-27,153.440002,155.350006,152.610001,154.589996,152.241821,1418600
2017-03-28,154.639999,155.380005,153.539993,154.639999,152.291092,1113900
2017-03-29,154.350006,154.589996,152.940002,153.979996,151.641113,1075000
2017-03-30,154.100006,154.710007,153.449997,153.910004,151.572144,1054200
